noradId,name,orbit_type,country,owner,users,purpose,launch_date,extra_info
51751,Starlink-3506 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51753,Starlink-3507 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51862,Starlink-3508 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51737,Starlink-3509 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51752,Starlink-3511 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51743,Starlink-3512 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51756,Starlink-3513 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51731,Starlink-3514 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51738,Starlink-3515 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51739,Starlink-3516 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51735,Starlink-3517 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51732,Starlink-3518 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51890,Starlink-3519 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51741,Starlink-3520 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51742,Starlink-3521 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51725,Starlink-3522 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51729,Starlink-3523 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51721,Starlink-3524 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51733,Starlink-3525 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51720,Starlink-3526 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51726,Starlink-3527 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51714,Starlink-3528 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51724,Starlink-3529 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51730,Starlink-3530 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51723,Starlink-3531 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51727,Starlink-3532 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51715,Starlink-3533 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
52120,Starlink-3534 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
51722,Starlink-3535 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51888,Starlink-3536 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
52088,Starlink-3537 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
51996,Starlink-3538 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51853,Starlink-3539 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51719,Starlink-3540 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51854,Starlink-3541 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51852,Starlink-3542 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51716,Starlink-3543 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51803,Starlink-3544 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51855,Starlink-3545 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51718,Starlink-3546 ,LEO,USA,SpaceX,Commercial,Communications,2/21/2022,
51889,Starlink-3547 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51864,Starlink-3548 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51891,Starlink-3549 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
52373,Starlink-3550 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
51887,Starlink-3551 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51813,Starlink-3552 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51866,Starlink-3553 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51872,Starlink-3554 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51863,Starlink-3555 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51877,Starlink-3556 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51802,Starlink-3557 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
52119,Starlink-3558 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
51860,Starlink-3559 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51859,Starlink-3560 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
52284,Starlink-3561 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
51861,Starlink-3562 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51858,Starlink-3563 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
52302,Starlink-3564 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
51886,Starlink-3565 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51880,Starlink-3566 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51871,Starlink-3567 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51856,Starlink-3568 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51811,Starlink-3569 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51882,Starlink-3570 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51857,Starlink-3571 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51879,Starlink-3572 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51794,Starlink-3573 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51874,Starlink-3574 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51878,Starlink-3575 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51883,Starlink-3576 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51884,Starlink-3577 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51868,Starlink-3578 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51893,Starlink-3579 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51781,Starlink-3580 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51806,Starlink-3581 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51873,Starlink-3582 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51876,Starlink-3583 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51885,Starlink-3584 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51875,Starlink-3585 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51795,Starlink-3586 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51892,Starlink-3587 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51869,Starlink-3588 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51997,Starlink-3589 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51867,Starlink-3590 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51870,Starlink-3591 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51801,Starlink-3592 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51896,Starlink-3593 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51895,Starlink-3594 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51894,Starlink-3595 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51817,Starlink-3596 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51898,Starlink-3597 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51897,Starlink-3598 ,LEO,USA,SpaceX,Commercial,Communications,3/3/2022,
51814,Starlink-3599 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
44250,Starlink-36 ,LEO,USA,SpaceX,Commercial,Communications,5/24/2019,
51800,Starlink-3600 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51804,Starlink-3601 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51791,Starlink-3602 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51816,Starlink-3603 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51815,Starlink-3604 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51805,Starlink-3605 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51807,Starlink-3606 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51809,Starlink-3607 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51776,Starlink-3608 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51808,Starlink-3609 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51812,Starlink-3610 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51779,Starlink-3611 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51770,Starlink-3612 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51810,Starlink-3613 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51771,Starlink-3614 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51778,Starlink-3615 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51782,Starlink-3616 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51780,Starlink-3617 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51998,Starlink-3618 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51787,Starlink-3619 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51775,Starlink-3620 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51769,Starlink-3621 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51768,Starlink-3622 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51772,Starlink-3623 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51773,Starlink-3624 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51777,Starlink-3625 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51792,Starlink-3626 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51797,Starlink-3627 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51783,Starlink-3628 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51774,Starlink-3629 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51796,Starlink-3630 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51790,Starlink-3631 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51784,Starlink-3632 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51793,Starlink-3633 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51798,Starlink-3634 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51981,Starlink-3635 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51995,Starlink-3636 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51799,Starlink-3637 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51786,Starlink-3638 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51789,Starlink-3639 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51988,Starlink-3640 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51788,Starlink-3641 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51989,Starlink-3642 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51992,Starlink-3643 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51987,Starlink-3644 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51986,Starlink-3645 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51785,Starlink-3646 ,LEO,USA,SpaceX,Commercial,Communications,2/25/2022,
51994,Starlink-3647 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51993,Starlink-3648 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51980,Starlink-3649 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51982,Starlink-3650 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51985,Starlink-3651 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51991,Starlink-3652 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
52000,Starlink-3653 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
52003,Starlink-3654 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51983,Starlink-3655 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51979,Starlink-3656 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51990,Starlink-3657 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
52107,Starlink-3658 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52001,Starlink-3659 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51977,Starlink-3660 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
52129,Starlink-3661 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
51976,Starlink-3663 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51984,Starlink-3664 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
52098,Starlink-3665 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
51978,Starlink-3666 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51999,Starlink-3667 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
52002,Starlink-3668 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51971,Starlink-3669 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
52106,Starlink-3670 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
51972,Starlink-3671 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51974,Starlink-3672 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
52093,Starlink-3673 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
51975,Starlink-3674 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51963,Starlink-3675 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51970,Starlink-3677 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
52121,Starlink-3678 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
51973,Starlink-3679 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51969,Starlink-3680 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51968,Starlink-3681 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
52140,Starlink-3682 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
53167,Starlink-3683 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
52124,Starlink-3684 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52115,Starlink-3685 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52279,Starlink-3686 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52110,Starlink-3687 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52310,Starlink-3688 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
51961,Starlink-3689 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51964,Starlink-3690 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51960,Starlink-3691 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51958,Starlink-3692 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51957,Starlink-3694 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51965,Starlink-3696 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51962,Starlink-3697 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
52108,Starlink-3698 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
51966,Starlink-3699 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
51956,Starlink-3700 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
52095,Starlink-3701 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52100,Starlink-3702 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52101,Starlink-3703 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
51959,Starlink-3704 ,LEO,USA,SpaceX,Commercial,Communications,3/9/2022,
52103,Starlink-3705 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52105,Starlink-3706 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52133,Starlink-3707 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52111,Starlink-3708 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52102,Starlink-3709 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52131,Starlink-3711 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52090,Starlink-3712 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52091,Starlink-3713 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52094,Starlink-3714 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52127,Starlink-3715 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52092,Starlink-3716 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52096,Starlink-3717 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52132,Starlink-3718 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52136,Starlink-3720 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52134,Starlink-3721 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52089,Starlink-3722 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52138,Starlink-3723 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52305,Starlink-3724 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52123,Starlink-3725 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52122,Starlink-3726 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52125,Starlink-3727 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52361,Starlink-3728 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52135,Starlink-3729 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52139,Starlink-3730 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52126,Starlink-3732 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52137,Starlink-3733 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52112,Starlink-3734 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52116,Starlink-3735 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52113,Starlink-3736 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52114,Starlink-3737 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52117,Starlink-3738 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52266,Starlink-3739 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52265,Starlink-3740 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52619,Starlink-3741 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52303,Starlink-3742 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52118,Starlink-3743 ,LEO,USA,SpaceX,Commercial,Communications,3/19/2022,
52304,Starlink-3744 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52308,Starlink-3745 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52268,Starlink-3746 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52306,Starlink-3747 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52267,Starlink-3748 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52313,Starlink-3749 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52311,Starlink-3750 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52289,Starlink-3751 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52312,Starlink-3752 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52292,Starlink-3753 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52350,Starlink-3754 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52307,Starlink-3755 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52309,Starlink-3756 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52539,Starlink-3757 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52297,Starlink-3758 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52299,Starlink-3759 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52298,Starlink-3760 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52262,Starlink-3761 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52374,Starlink-3762 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52556,Starlink-3763 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52280,Starlink-3764 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52295,Starlink-3765 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52296,Starlink-3766 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52376,Starlink-3767 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52301,Starlink-3768 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52300,Starlink-3769 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52554,Starlink-3770 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52293,Starlink-3771 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52290,Starlink-3772 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52291,Starlink-3773 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52680,Starlink-3774 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52285,Starlink-3775 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52288,Starlink-3776 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52294,Starlink-3777 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52276,Starlink-3778 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52281,Starlink-3779 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52278,Starlink-3780 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52272,Starlink-3781 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52273,Starlink-3782 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52282,Starlink-3783 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52275,Starlink-3784 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52375,Starlink-3785 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52263,Starlink-3786 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52277,Starlink-3787 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52271,Starlink-3788 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52283,Starlink-3789 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52274,Starlink-3790 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52269,Starlink-3791 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52339,Starlink-3792 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52380,Starlink-3793 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52631,Starlink-3794 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52264,Starlink-3795 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52372,Starlink-3796 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52337,Starlink-3797 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52371,Starlink-3798 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52382,Starlink-3799 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52379,Starlink-3800 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52356,Starlink-3801 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52286,Starlink-3802 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52381,Starlink-3803 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52270,Starlink-3804 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52377,Starlink-3805 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52378,Starlink-3806 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52353,Starlink-3807 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52366,Starlink-3808 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52851,Starlink-3809 ,LEO,USA,SpaceX,Commercial,Communications,6/17/2022,
52261,Starlink-3810 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52383,Starlink-3811 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52346,Starlink-3812 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52482,Starlink-3813 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52335,Starlink-3814 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52338,Starlink-3815 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52367,Starlink-3817 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52340,Starlink-3818 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52349,Starlink-3819 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52364,Starlink-3820 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52357,Starlink-3821 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52287,Starlink-3822 ,LEO,USA,SpaceX,Commercial,Communications,4/21/2022,
52336,Starlink-3823 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52360,Starlink-3824 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52478,Starlink-3825 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52347,Starlink-3826 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52370,Starlink-3827 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52469,Starlink-3828 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52348,Starlink-3829 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52363,Starlink-3830 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52332,Starlink-3831 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52646,Starlink-3832 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52578,Starlink-3833 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52368,Starlink-3834 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52476,Starlink-3835 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52577,Starlink-3836 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52358,Starlink-3837 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
